"","MSZoning","LotShape","LandContour","Neighborhood","BldgType","HouseStyle","Exterior1st","Exterior2nd","ExterQual","Foundation","BsmtQual","BsmtExposure","BsmtFinType1","HeatingQC","CentralAir","KitchenQual","Functional","FireplaceQu","GarageType","GarageFinish","GarageQual","GarageCond","PavedDrive","SaleCondition","GarageYrBlt","MSSubClass","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","LotFrontage","MasVnrArea","Electrical","MoSold","YrSold","SalePrice","t"
"728","RL","Reg","Lvl","CollgCr","1Fam","1Story","VinylSd","VinylSd","Gd","PConc","Gd","Av","GLQ","Ex","Y","Gd","Typ","None","Attchd","RFn","TA","TA","Y","Normal","2007",20,7314,7,5,2007,2007,724,508,1232,1232,0,1232,1,2,0,2,1,6,0,2,632,132,0,64,82,"SBrkr",2,2009,194500,Feb 2009
"729","RL","Reg","Lvl","NAmes","Duplex","1Story","VinylSd","VinylSd","TA","CBlock","TA","No","Unf","TA","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","Abnorml","1968",90,11475,5,5,1958,1958,0,1584,1584,1776,0,1776,1,2,0,4,2,9,0,3,888,0,25,85,95,"SBrkr",7,2009,110000,Jul 2009
"730","RM","Reg","Lvl","IDOTRR","1Fam","1.5Fin","MetalSd","MetalSd","TA","CBlock","TA","No","BLQ","TA","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","Normal","1962",30,6240,4,5,1925,1950,152,628,780,848,0,1208,0,1,0,2,1,5,0,2,539,0,23,52,0,"FuseA",1,2009,103000,Jan 2009
"731","RL","IR1","Lvl","StoneBr","TwnhsE","1Story","CemntBd","CmentBd","Gd","PConc","Gd","No","GLQ","Ex","Y","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","Normal","1995",120,5389,8,5,1995,1996,1180,415,1595,1616,0,1616,1,2,0,2,1,5,1,2,608,237,152,39,0,"SBrkr",3,2010,236500,Mar 2010
"732","RL","IR1","Lvl","Timber","1Fam","SLvl","VinylSd","VinylSd","Gd","PConc","Ex","Av","GLQ","Ex","Y","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","Normal","2003",80,9590,7,5,2003,2003,786,82,868,1146,0,1146,1,2,0,3,1,6,1,2,438,160,22,73,442,"SBrkr",5,2007,187500,May 2007
"733","RL","IR1","Lvl","CollgCr","1Fam","2Story","VinylSd","VinylSd","Gd","PConc","Gd","Av","ALQ","Ex","Y","Gd","Typ","TA","Attchd","Fin","TA","TA","Y","Normal","1998",60,11404,7,5,1998,1999,252,901,1153,1153,878,2031,0,2,1,3,1,8,1,2,541,192,84,75,202,"SBrkr",7,2008,222500,Jul 2008
"734","RL","Reg","Lvl","Sawyer","1Fam","1Story","HdBoard","HdBoard","TA","CBlock","TA","No","BLQ","Ex","Y","TA","Typ","TA","Attchd","RFn","TA","TA","Y","Normal","1961",20,10000,5,6,1961,1983,594,270,864,1144,0,1144,1,1,0,3,1,6,1,1,264,165,0,80,0,"SBrkr",3,2009,131400,Mar 2009
"735","RL","IR1","Lvl","Sawyer","1Fam","1Story","Plywood","Plywood","TA","PConc","TA","No","Unf","TA","Y","TA","Typ","None","Attchd","Unf","TA","TA","Y","Family","1968",20,8978,5,5,1968,1968,0,948,948,948,0,948,0,1,0,3,1,6,0,1,300,147,0,80,0,"SBrkr",5,2007,108000,May 2007
"736","RM","Reg","Lvl","OldTown","1Fam","2.5Unf","Wd Sdng","Wd Sdng","TA","BrkTil","Gd","Mn","Rec","Fa","N","TA","Typ","TA","Detchd","Unf","TA","TA","N","Normal","1914",75,10800,7,7,1914,1970,390,490,880,880,888,1768,0,1,1,2,1,6,2,2,320,0,341,60,0,"SBrkr",10,2006,163000,Oct 2006
"737","RL","Reg","Lvl","NAmes","Duplex","1Story","Stucco","Stone","TA","CBlock","None","None","None","Gd","N","TA","Typ","None","Detchd","Unf","TA","TA","Y","Normal","1949",90,8544,3,4,1950,1950,0,0,0,1040,0,1040,0,2,0,2,2,6,0,2,400,0,0,60,0,"FuseF",7,2006,93500,Jul 2006
"738","RL","IR1","HLS","Gilbert","1Fam","2Story","VinylSd","VinylSd","Gd","PConc","Gd","No","Unf","Ex","Y","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","Normal","2005",60,10463,8,5,2005,2005,0,893,893,901,900,1801,0,2,1,3,1,8,1,3,800,0,116,72,0,"SBrkr",6,2006,239900,Jun 2006
"739","RL","Reg","Lvl","Edwards","Duplex","1Story","Plywood","Plywood","TA","CBlock","Gd","Gd","GLQ","TA","Y","TA","Typ","None","None","None","None","None","Y","Alloca","None",90,10800,5,5,1987,1988,1200,0,1200,1200,0,1200,3,3,0,3,1,5,0,0,0,120,0,60,0,"SBrkr",3,2009,179000,Mar 2009
"740","RL","IR1","Lvl","CollgCr","1Fam","2Story","VinylSd","VinylSd","Gd","PConc","Gd","No","Unf","Ex","Y","Gd","Typ","None","Attchd","RFn","TA","TA","Y","Normal","2004",60,9313,7,5,2004,2004,0,864,864,864,864,1728,0,2,1,3,1,7,0,2,572,187,56,65,0,"SBrkr",4,2009,190000,Apr 2009
"741","RM","Reg","Lvl","OldTown","1Fam","2Story","Wd Sdng","Wd Shng","TA","BrkTil","Fa","No","Unf","Ex","Y","TA","Typ","None","Detchd","Unf","TA","Gd","Y","Abnorml","1910",70,9600,5,7,1910,2002,0,264,264,768,664,1432,0,2,0,2,1,7,0,2,360,270,0,60,0,"SBrkr",5,2007,132000,May 2007
"742","RL","IR1","Lvl","Sawyer","1Fam","1Story","HdBoard","HdBoard","TA","CBlock","TA","Mn","GLQ","Gd","Y","Gd","Typ","None","Detchd","Unf","TA","TA","Y","Normal","1962",20,6768,6,8,1961,1996,832,80,912,912,0,912,1,1,0,3,1,5,0,1,288,168,0,65,0,"SBrkr",5,2008,142000,May 2008
"743","RL","Reg","Lvl","SawyerW","1Fam","1Story","VinylSd","VinylSd","TA","PConc","Gd","No","Unf","Ex","Y","TA","Typ","None","Attchd","Unf","TA","TA","Y","Normal","2000",20,8450,7,5,2000,2001,0,1349,1349,1349,0,1349,0,2,0,3,1,6,0,2,539,120,55,65,108,"SBrkr",12,2007,179000,Dec 2007
"744","RL","IR1","Lvl","Sawyer","1Fam","SLvl","HdBoard","HdBoard","TA","CBlock","Gd","Av","ALQ","Ex","Y","TA","Min2","TA","Attchd","RFn","TA","TA","Y","Normal","1997",80,12886,5,6,1963,1999,444,76,520,1464,0,1464,0,2,0,3,1,6,1,2,480,302,0,70,0,"SBrkr",10,2009,175000,Oct 2009
"745","RL","IR1","HLS","StoneBr","TwnhsE","1Story","HdBoard","HdBoard","Gd","PConc","Gd","No","GLQ","Gd","Y","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","Normal","1993",120,5395,8,5,1993,1993,733,604,1337,1337,0,1337,1,2,0,2,1,5,1,2,462,96,0,41,0,"SBrkr",10,2008,180000,Oct 2008
"746","RL","IR1","Lvl","NWAmes","1Fam","2Story","VinylSd","VinylSd","Ex","CBlock","TA","No","GLQ","Ex","Y","Gd","Typ","TA","BuiltIn","Fin","TA","TA","Y","Normal","1994",60,8963,8,9,1976,1996,575,487,1142,1175,1540,2715,0,3,1,4,1,11,2,2,831,0,204,70,289,"SBrkr",7,2008,299800,Jul 2008
"747","RL","IR1","Lvl","Gilbert","1Fam","2Story","VinylSd","VinylSd","Gd","PConc","Gd","No","GLQ","Ex","Y","Gd","Typ","TA","BuiltIn","Fin","TA","TA","Y","Normal","2000",60,8795,7,5,2000,2000,300,652,952,980,1276,2256,0,2,1,4,1,8,1,2,554,224,54,69,0,"SBrkr",4,2009,236000,Apr 2009
"748","RM","IR1","Lvl","OldTown","1Fam","2Story","Stucco","Stucco","Gd","Stone","TA","No","Unf","TA","N","Gd","Typ","Gd","Detchd","Unf","TA","TA","N","Normal","1950",70,11700,7,7,1880,2003,0,1240,1240,1320,1320,2640,0,1,1,4,1,8,1,4,864,181,0,65,0,"SBrkr",5,2009,265979,May 2009
"749","RL","IR1","Lvl","NoRidge","1Fam","1Story","VinylSd","VinylSd","Gd","PConc","Gd","No","GLQ","Ex","Y","Gd","Typ","TA","Attchd","Fin","TA","TA","Y","Normal","1996",20,10593,7,5,1996,1996,919,801,1720,1720,0,1720,1,2,0,3,1,7,1,2,527,240,56,59,338,"SBrkr",3,2010,260400,Mar 2010
"750","RL","Reg","Lvl","Edwards","1Fam","1.5Fin","WdShing","Wd Shng","TA","Slab","None","None","None","TA","N","TA","Mod","None","Detchd","Unf","TA","TA","N","Normal","1945",50,8405,4,3,1945,1950,0,0,0,1088,441,1529,0,2,0,4,1,9,0,1,240,92,0,50,0,"FuseF",4,2009,98000,Apr 2009
"751","RM","Reg","Lvl","OldTown","1Fam","1.5Fin","Wd Sdng","Wd Sdng","TA","BrkTil","TA","No","Unf","Gd","Y","TA","Min2","None","None","None","None","None","N","Normal","None",50,8800,4,7,1910,2004,0,576,576,792,348,1140,0,1,0,3,1,7,0,0,0,0,160,55,0,"SBrkr",6,2010,96500,Jun 2010
"752","RL","Reg","Lvl","Gilbert","1Fam","2Story","VinylSd","VinylSd","Gd","PConc","Gd","No","Unf","Ex","Y","Gd","Typ","None","Attchd","Fin","TA","TA","Y","Normal","2003",60,7750,7,5,2003,2003,0,660,660,660,660,1320,0,2,1,3,1,6,0,2,400,0,48,63,0,"SBrkr",8,2007,162000,Aug 2007
"753","RL","IR1","Lvl","CollgCr","1Fam","1Story","VinylSd","VinylSd","TA","PConc","Gd","Gd","GLQ","Ex","Y","Gd","Typ","None","Attchd","RFn","TA","TA","Y","Normal","1997",20,9236,6,5,1997,1997,1200,279,1479,1494,0,1494,1,2,0,3,1,6,0,2,576,168,27,79,0,"SBrkr",7,2006,217000,Jul 2006
"754","RL","Reg","Lvl","NridgHt","1Fam","2Story","VinylSd","VinylSd","Gd","PConc","Gd","Mn","Unf","Gd","Y","Ex","Typ","Gd","Attchd","RFn","TA","TA","Y","Normal","2005",60,10240,8,5,2005,2005,0,1030,1030,1038,1060,2098,0,2,1,3,1,8,1,3,878,192,52,80,178,"SBrkr",3,2006,275500,Mar 2006
"755","RL","Reg","Lvl","NAmes","1Fam","1Story","Plywood","Plywood","TA","CBlock","TA","No","GLQ","Gd","Y","Gd","Typ","None","Detchd","RFn","TA","TA","Y","Normal","1969",20,7930,6,8,1969,2005,439,115,1026,1026,0,1026,1,1,0,3,1,5,0,2,440,171,48,61,0,"SBrkr",7,2009,156000,Jul 2009
"756","FV","Reg","Lvl","Somerst","TwnhsE","2Story","MetalSd","MetalSd","TA","PConc","Gd","No","GLQ","Gd","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","Normal","1999",160,3230,6,5,1999,1999,381,348,729,742,729,1471,0,2,1,3,1,6,0,2,440,0,24,34,894,"SBrkr",3,2009,172500,Mar 2009
"757","RL","IR1","Lvl","CollgCr","1Fam","2Story","VinylSd","VinylSd","Gd","PConc","Gd","Av","GLQ","Ex","Y","Gd","Typ","None","Attchd","RFn","TA","TA","Y","Normal","2007",60,10769,8,5,2007,2007,20,846,866,866,902,1768,0,2,1,3,1,7,0,2,578,144,105,68,0,"SBrkr",4,2009,212000,Apr 2009
"758","RL","IR1","Lvl","Sawyer","1Fam","2Story","HdBoard","HdBoard","TA","CBlock","TA","Mn","Rec","TA","Y","TA","Typ","TA","Attchd","Fin","TA","TA","Y","Abnorml","1978",60,11616,6,5,1978,1978,438,234,672,672,714,1386,0,2,1,3,1,6,1,2,440,335,0,90,328,"SBrkr",4,2010,158900,Apr 2010
"759","FV","Reg","Lvl","Somerst","Twnhs","2Story","MetalSd","MetalSd","TA","PConc","Gd","No","ALQ","Gd","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","Normal","1999",160,2280,7,5,1999,1999,549,195,744,757,744,1501,0,2,1,3,1,6,0,2,440,0,0,24,360,"SBrkr",8,2008,179400,Aug 2008
"760","RL","IR1","Lvl","NoRidge","1Fam","2Story","VinylSd","VinylSd","Gd","PConc","Gd","Av","LwQ","Ex","Y","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","Normal","1995",60,12257,8,5,1995,1995,56,1198,1318,1328,1203,2531,0,2,1,4,1,9,1,3,752,222,98,65,513,"SBrkr",11,2007,290000,Nov 2007
"761","RL","Reg","Lvl","NAmes","1Fam","1Story","Wd Sdng","Wd Sdng","TA","CBlock","TA","No","Rec","Ex","Y","TA","Typ","None","Detchd","Unf","Ex","Ex","Y","Normal","2008",20,9100,6,6,1959,1959,612,252,864,864,0,864,0,1,0,2,1,5,0,1,300,0,0,70,0,"SBrkr",10,2009,127500,Oct 2009
"762","RM","Reg","Lvl","BrkSide","1Fam","1Story","Wd Sdng","Wd Sdng","TA","PConc","TA","Mn","LwQ","TA","Y","Fa","Min1","None","Detchd","Unf","TA","TA","Y","Normal","1965",30,6911,5,5,1924,1950,405,740,1145,1301,0,1301,0,1,0,2,1,5,0,2,440,0,0,60,0,"SBrkr",10,2009,100000,Oct 2009
"763","FV","Reg","Lvl","Somerst","1Fam","2Story","VinylSd","VinylSd","TA","PConc","Gd","Mn","GLQ","Ex","Y","Gd","Typ","None","Attchd","Unf","TA","TA","Y","Normal","2009",60,8640,7,5,2009,2009,24,732,756,764,783,1547,0,2,1,3,1,7,0,2,614,169,45,72,0,"SBrkr",6,2010,215200,Jun 2010
"764","RL","Reg","Lvl","NoRidge","1Fam","2Story","VinylSd","VinylSd","Gd","PConc","Gd","Mn","GLQ","Ex","Y","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y","Normal","1999",60,9430,8,5,1999,1999,1163,89,1252,1268,1097,2365,1,2,1,3,1,8,1,3,856,0,128,82,673,"SBrkr",7,2009,337000,Jul 2009
"765","RL","IR1","Lvl","Veenker","TwnhsE","1Story","BrkFace","BrkFace","Gd","PConc","Gd","Av","LwQ","Ex","Y","Ex","Typ","Gd","Attchd","Fin","TA","TA","Y","Normal","1995",120,9549,8,5,1995,1996,437,0,1494,1494,0,1494,1,1,1,2,1,6,1,2,481,0,30,30,0,"SBrkr",4,2006,270000,Apr 2006
"766","RL","IR1","Lvl","Somerst","1Fam","1Story","VinylSd","VinylSd","Gd","PConc","Gd","No","Unf","Ex","Y","Ex","Typ","Gd","Attchd","Fin","TA","TA","Y","Partial","2008",20,14587,9,5,2008,2008,0,1498,1498,1506,0,1506,0,2,0,2,1,6,1,2,592,0,174,75,284,"SBrkr",8,2008,264132,Aug 2008
"767","RL","Reg","Lvl","NWAmes","1Fam","2Story","HdBoard","HdBoard","TA","CBlock","Gd","No","GLQ","TA","Y","TA","Typ","TA","Attchd","Unf","TA","TA","Y","Normal","1988",60,10421,7,5,1988,1988,394,586,980,980,734,1714,0,2,1,3,1,7,1,2,496,228,66,80,42,"SBrkr",3,2010,196500,Mar 2010
"768","RL","IR1","Lvl","Mitchel","1Fam","1.5Fin","VinylSd","VinylSd","TA","CBlock","Gd","Mn","ALQ","Ex","Y","TA","Mod","None","Attchd","Unf","TA","TA","Y","Normal","1989",50,12508,6,7,1940,1985,660,323,983,983,767,1750,1,2,0,4,1,7,0,1,423,245,0,75,0,"SBrkr",7,2008,160000,Jul 2008
"769","RL","Reg","Lvl","CollgCr","1Fam","1Story","VinylSd","VinylSd","Gd","PConc","Gd","No","GLQ","Ex","Y","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","Normal","2004",20,9100,7,5,2004,2005,24,1836,1860,1836,0,1836,0,2,0,3,1,8,1,2,484,120,33,70,0,"SBrkr",10,2006,216837,Oct 2006
"770","RL","IR2","HLS","StoneBr","1Fam","2Story","CemntBd","Wd Shng","Ex","PConc","Gd","Gd","ALQ","Ex","Y","Ex","Mod","Gd","BuiltIn","Fin","TA","TA","Y","Normal","2003",60,53504,8,5,2003,2003,1416,234,1650,1690,1589,3279,1,3,1,4,1,12,1,3,841,503,36,47,603,"SBrkr",6,2010,538000,Jun 2010
"771","RL","IR1","Lvl","Sawyer","1Fam","SFoyer","Wd Sdng","Wd Sdng","TA","CBlock","Gd","Av","GLQ","TA","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","Normal","1983",85,7252,5,5,1982,1982,685,173,858,858,0,858,1,1,0,2,1,5,0,2,576,120,0,57,0,"SBrkr",4,2009,134900,Apr 2009
"772","RL","Reg","Lvl","Edwards","1Fam","1Story","Wd Sdng","Wd Sdng","TA","CBlock","Fa","No","LwQ","TA","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","Normal","1951",20,8877,4,5,1951,1951,836,0,836,1220,0,1220,0,1,0,2,1,6,0,2,396,0,0,67,0,"FuseF",4,2006,102000,Apr 2006
"773","RL","Reg","Lvl","Edwards","1Fam","SLvl","Plywood","Plywood","TA","CBlock","TA","Av","ALQ","TA","Y","TA","Typ","TA","Detchd","Unf","TA","TA","Y","Abnorml","1976",80,7819,6,5,1976,1976,422,480,1029,1117,0,1117,1,1,0,3,1,6,1,2,672,144,0,94,0,"SBrkr",3,2010,107000,Mar 2010
"774","RL","Reg","Lvl","NAmes","1Fam","1Story","Wd Sdng","Wd Sdng","TA","CBlock","TA","No","Rec","Ex","Y","TA","Typ","None","Attchd","RFn","TA","TA","Y","Normal","1958",20,10150,5,5,1958,1958,456,456,912,912,0,912,0,1,0,2,1,5,0,1,275,0,0,70,1,"FuseA",7,2007,114500,Jul 2007
"775","RL","Reg","Lvl","NridgHt","1Fam","1Story","VinylSd","VinylSd","Gd","PConc","Gd","Av","Unf","Gd","Y","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","Partial","2006",20,14226,8,5,2006,2006,0,1935,1935,1973,0,1973,0,2,0,3,1,9,1,3,895,315,45,110,375,"SBrkr",7,2007,395000,Jul 2007
"776","RM","Reg","Lvl","Mitchel","TwnhsE","1Story","VinylSd","VinylSd","TA","PConc","Ex","No","GLQ","Ex","Y","TA","Typ","None","Attchd","Fin","TA","TA","Y","Normal","1998",120,4500,6,5,1998,1998,866,338,1204,1204,0,1204,1,2,0,2,1,5,0,2,412,0,247,32,320,"SBrkr",6,2009,162000,Jun 2009
"777","RL","IR1","Lvl","CollgCr","1Fam","1Story","VinylSd","VinylSd","Gd","PConc","Gd","Av","GLQ","Ex","Y","Gd","Typ","None","Attchd","RFn","TA","TA","Y","Partial","2005",20,11210,7,5,2005,2006,20,1594,1614,1614,0,1614,0,2,0,3,1,7,0,3,865,144,59,86,240,"SBrkr",7,2006,221500,Jul 2006
"778","RL","IR1","Lvl","Sawyer","1Fam","1Story","HdBoard","Plywood","TA","CBlock","TA","No","ALQ","TA","Y","TA","Typ","Fa","Attchd","Unf","TA","TA","Y","Normal","1974",20,13350,5,5,1974,1974,762,102,864,894,0,894,1,1,0,3,1,5,1,2,440,241,0,100,0,"SBrkr",6,2006,142500,Jun 2006
"779","RH","Reg","Lvl","SawyerW","Duplex","1Story","Plywood","Plywood","TA","Slab","None","None","None","TA","Y","TA","Typ","TA","Detchd","Unf","TA","TA","Y","Normal","1977",90,8400,5,5,1977,1977,0,0,0,2020,0,2020,0,2,0,4,2,10,2,2,630,0,0,60,320,"SBrkr",10,2007,144000,Oct 2007
"780","RL","Reg","Lvl","Mitchel","Duplex","SFoyer","Plywood","ImStucc","TA","CBlock","Gd","Gd","GLQ","TA","Y","TA","Typ","None","Attchd","Unf","TA","TA","Y","Normal","1977",90,10530,6,5,1977,1977,975,0,975,1004,0,1004,1,1,0,2,1,4,0,2,504,0,0,78,90,"SBrkr",5,2006,135000,May 2006
"781","RL","Reg","Lvl","Gilbert","1Fam","1Story","HdBoard","HdBoard","TA","PConc","Gd","No","Unf","Gd","Y","TA","Typ","TA","Attchd","Fin","TA","TA","Y","Normal","1995",20,7875,7,5,1995,1996,0,1237,1237,1253,0,1253,0,2,0,3,1,6,1,2,402,220,21,63,38,"SBrkr",6,2007,176000,Jun 2007
"782","RL","Reg","Lvl","SawyerW","1Fam","2Story","VinylSd","VinylSd","Gd","PConc","Gd","No","ALQ","Ex","Y","Gd","Typ","None","Attchd","RFn","TA","TA","Y","Normal","1992",60,7153,6,5,1992,1992,387,374,761,810,793,1603,0,2,1,3,1,7,0,2,484,0,124,65,0,"SBrkr",7,2006,175900,Jul 2006
"783","RL","IR2","Lvl","CollgCr","1Fam","1Story","VinylSd","VinylSd","Gd","PConc","Gd","No","Unf","Ex","Y","Gd","Typ","None","Attchd","RFn","TA","TA","Y","Normal","2001",20,16285,7,5,2001,2002,0,1413,1413,1430,0,1430,0,2,0,3,1,6,0,2,605,0,33,67,0,"SBrkr",6,2009,187100,Jun 2009
"784","RL","IR1","Lvl","Mitchel","1Fam","SFoyer","Plywood","Plywood","TA","PConc","Gd","Av","GLQ","Ex","Y","Gd","Typ","TA","Attchd","Fin","TA","TA","Y","Normal","1978",85,9101,5,6,1978,1978,1097,0,1097,1110,0,1110,1,1,0,1,1,4,1,2,602,303,30,74,104,"SBrkr",7,2009,165500,Jul 2009
"785","RM","Reg","Lvl","OldTown","1Fam","2.5Unf","Wd Sdng","Wd Shng","TA","CBlock","TA","No","Unf","Ex","Y","TA","Typ","Gd","None","None","None","None","Y","Normal","None",75,6300,6,6,1914,2001,0,742,742,742,742,1484,0,2,0,3,1,9,1,0,0,0,291,35,0,"SBrkr",6,2008,128000,Jun 2008
"786","RL","Reg","Lvl","NWAmes","1Fam","1Story","BrkFace","Wd Sdng","TA","CBlock","TA","No","Rec","TA","Y","TA","Typ","Gd","Attchd","Unf","TA","TA","Y","Normal","1967",20,9790,6,5,1967,1967,251,491,1372,1342,0,1342,0,2,0,3,1,7,1,2,457,0,0,73,0,"SBrkr",9,2009,161500,Sep 2009
"787","RM","Reg","Lvl","OldTown","1Fam","1.5Fin","MetalSd","MetalSd","TA","PConc","Fa","No","LwQ","TA","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","Normal","1961",50,10800,5,6,1915,1950,686,0,686,966,686,1652,1,2,0,4,1,7,0,1,416,0,0,60,0,"SBrkr",6,2010,139000,Jun 2010
"788","RL","IR1","Lvl","SawyerW","1Fam","2Story","VinylSd","VinylSd","Gd","PConc","Gd","No","GLQ","Ex","Y","Gd","Typ","None","BuiltIn","RFn","TA","TA","Y","Normal","2004",60,10142,7,5,2004,2004,656,300,956,956,1128,2084,1,2,1,4,1,8,0,2,618,0,45,76,0,"SBrkr",1,2010,233000,Jan 2010
"789","RM","Reg","Lvl","OldTown","1Fam","1Story","MetalSd","MetalSd","TA","CBlock","TA","No","Unf","Ex","Y","TA","Typ","None","Detchd","Unf","Fa","TA","Y","Normal","1954",20,6000,4,7,1954,2000,0,901,901,901,0,901,0,1,0,2,1,4,0,1,281,0,0,50,0,"SBrkr",8,2008,107900,Aug 2008
"790","RL","IR1","Low","ClearCr","1Fam","2Story","HdBoard","HdBoard","TA","CBlock","TA","Gd","LwQ","Gd","Y","Gd","Typ","None","Attchd","Fin","TA","TA","Y","Normal","1966",60,12205,6,8,1966,2007,568,264,832,976,1111,2087,0,2,1,5,1,9,0,2,444,133,168,100,157,"SBrkr",7,2007,187500,Jul 2007
"791","RL","Reg","Lvl","Blmngtn","TwnhsE","1Story","VinylSd","VinylSd","Gd","PConc","Gd","No","GLQ","Ex","Y","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","Normal","2005",120,3182,7,5,2005,2006,16,1129,1145,1145,0,1145,0,2,0,2,1,5,1,2,397,100,16,43,11,"SBrkr",9,2009,160200,Sep 2009
"792","RL","IR1","Lvl","Mitchel","1Fam","SLvl","HdBoard","HdBoard","TA","PConc","Gd","Av","ALQ","TA","Y","TA","Typ","TA","Attchd","RFn","TA","TA","Y","Normal","1976",80,11333,6,5,1976,1976,539,490,1029,1062,0,1062,1,1,0,3,1,5,2,2,539,120,0,100,0,"SBrkr",5,2007,146800,May 2007
"793","RL","IR1","Lvl","NoRidge","1Fam","2Story","MetalSd","MetalSd","Gd","PConc","Gd","Av","GLQ","Ex","Y","TA","Typ","TA","Attchd","Unf","TA","TA","Y","Normal","1997",60,9920,7,5,1996,1997,862,255,1117,1127,886,2013,1,2,1,3,1,8,1,2,455,180,130,92,0,"SBrkr",6,2007,269790,Jun 2007
"794","RL","Reg","Lvl","Somerst","1Fam","1Story","CemntBd","CmentBd","Gd","PConc","Gd","Av","Unf","Ex","Y","Gd","Typ","None","Attchd","Fin","TA","TA","Y","Partial","2007",20,9158,8,5,2007,2007,0,1496,1496,1496,0,1496,0,2,0,3,1,7,0,2,474,168,130,76,140,"SBrkr",6,2007,225000,Jun 2007
"795","RL","IR1","Lvl","Gilbert","1Fam","2Story","MetalSd","MetalSd","Gd","PConc","Gd","No","Unf","Ex","Y","Gd","Typ","TA","Attchd","Fin","TA","TA","Y","Normal","1994",60,10832,7,5,1994,1996,0,712,712,1086,809,1895,0,2,1,3,1,7,1,2,409,143,46,93,0,"SBrkr",10,2008,194500,Oct 2008
"796","RL","Reg","Lvl","SawyerW","1Fam","2Story","HdBoard","HdBoard","TA","CBlock","Gd","No","Unf","TA","Y","TA","Typ","TA","Attchd","Unf","TA","TA","Y","Normal","1980",60,8400,6,6,1980,1981,0,650,650,888,676,1564,0,2,1,3,1,7,1,2,476,0,50,70,130,"SBrkr",4,2010,171000,Apr 2010
"797","RL","Reg","Lvl","Sawyer","1Fam","1Story","Plywood","Plywood","TA","CBlock","TA","No","Unf","Ex","Y","TA","Typ","TA","Attchd","RFn","TA","TA","Y","Normal","1977",20,8197,6,5,1977,1977,0,660,660,1285,0,1285,0,1,1,3,1,7,1,2,528,138,0,71,148,"SBrkr",4,2007,143500,Apr 2007
"798","RL","Reg","Lvl","NAmes","1Fam","1Story","VinylSd","VinylSd","TA","CBlock","TA","No","BLQ","Gd","Y","TA","Typ","None","Attchd","Unf","TA","TA","Y","Abnorml","1953",20,7677,5,5,1953,1953,570,203,773,773,0,773,0,1,0,2,1,4,0,1,240,0,0,57,0,"SBrkr",4,2008,110000,Apr 2008
"799","RL","Reg","Lvl","NridgHt","1Fam","2Story","VinylSd","VinylSd","Ex","PConc","Ex","No","Unf","Ex","Y","Ex","Typ","Gd","BuiltIn","Fin","TA","TA","Y","Partial","2009",60,13518,9,5,2008,2009,0,1926,1926,1966,1174,3140,0,3,1,4,1,11,2,3,820,144,78,104,860,"SBrkr",7,2009,485000,Jul 2009
"800","RL","Reg","Lvl","SWISU","1Fam","1.5Fin","Wd Sdng","Wd Sdng","TA","BrkTil","Gd","No","ALQ","Ex","Y","Gd","Typ","TA","Detchd","Unf","TA","TA","Y","Normal","1939",50,7200,5,7,1937,1950,569,162,731,981,787,1768,1,1,1,3,1,7,2,1,240,0,0,60,252,"SBrkr",6,2007,175000,Jun 2007
"801","RL","IR1","HLS","ClearCr","1Fam","2Story","VinylSd","VinylSd","TA","PConc","Gd","Gd","GLQ","Gd","Y","Gd","Typ","None","Attchd","RFn","TA","TA","Y","Normal","1997",60,12798,6,5,1997,1997,462,154,616,616,1072,1688,1,2,1,4,1,8,0,2,603,403,114,79,0,"SBrkr",5,2008,200000,May 2008
"802","RM","Reg","Lvl","IDOTRR","1Fam","1Story","MetalSd","MetalSd","TA","CBlock","TA","No","LwQ","Ex","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","Normal","1957",30,4800,4,7,1916,1990,197,999,1196,1196,0,1196,1,1,0,2,1,5,0,2,440,0,0,40,0,"FuseA",7,2007,109900,Jul 2007
